	ref|NC_000913	ref|NC_002655	ref|NC_010658	ref|NC_011740	ref|NC_011751	ref|NC_013353	ref|NC_013716	ref|NC_013850	ref|NC_016822	ref|NC_016856	ref|NC_017328	ref|NC_017340	ref|NC_017634	ref|NC_017646	ref|NC_017728	ref|NC_017910	ref|NC_018106	ref|NC_018522	ref|NC_022912
2873786855000	1	1	0	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
2873786856000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
2873786857000	1	1	1	0	1	1	0	0	1	0	0	0	1	1	0	0	0	0	0
2873786858000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
2873786859000	1	1	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0
2873786860000	1	1	1	0	1	1	0	0	1	0	1	0	0	1	0	0	0	0	1
2873786861000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
2873786862000	1	1	0	0	1	1	0	0	1	0	0	0	1	1	0	0	0	0	0
2873786863000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
2873786864000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
2873786865000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
2873786866000	1	1	1	1	1	1	1	0	1	0	1	0	1	1	0	0	0	0	1
2873786867000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
2873786868000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
2873786869000	1	1	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	1
2873786870000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
2873786871000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
2873786872000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	0
2873786873000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
2873786874000	1	1	1	0	0	1	0	0	1	0	1	0	0	1	0	0	0	0	0
2873786875000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
2873786876000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
2873786877000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
2873786878000	1	1	1	0	1	1	0	0	1	0	1	0	0	1	0	0	0	0	1
2873786879000	1	1	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0
2873786880000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
2873786881000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
2873786882000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
2873786883000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
2873786884000	1	1	1	1	1	1	0	0	0	0	1	0	1	1	0	0	0	0	0
2873786885000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
2873786886000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
2873786887000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
2873786888000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
2873786889000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	0
2873786890000	1	1	0	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	0
2873786891000	1	1	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0
2873786892000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
2873786893000	1	0	0	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	0
2873786894000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
2873786895000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
2873786896000	1	1	0	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
2873786897000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
2873786898000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
2873786899000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
2873786900000	1	1	1	0	1	1	0	0	1	0	0	0	0	1	0	0	0	0	1
2873786901000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
2873786902000	1	1	1	0	1	1	0	0	1	0	0	0	1	1	0	0	0	0	0
2873786903000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	0
2873786904000	1	1	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0
2873786905000	1	1	0	0	1	0	0	0	1	0	1	0	0	1	0	0	0	0	0
2873786906000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
2873786907000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
2873786908000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
2873786909000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
2873786910000	1	1	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0	0	0
2873786911000	1	1	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0
2873786912000	1	1	1	1	1	1	0	0	1	0	0	0	1	1	0	0	0	0	0
2873786913000	1	1	0	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
2873786914000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
2873786915000	1	1	0	0	1	1	0	0	0	0	1	0	1	1	0	0	0	0	0
2873786916000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	0
2873786917000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
2873786918000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
2873786919000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
2873786920000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	0
2873786921000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
2873786922000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	0
2873786923000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
2873786924000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
2873786925000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
2873786926000	1	1	0	0	1	1	0	0	1	0	0	0	1	1	0	0	0	0	0
2873786927000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
2873786928000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
2873786929000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
2873786930000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
2873786931000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
2873786932000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
2873786933000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
2873786934000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
2873786935000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
2873786936000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
2873786937000	0	1	0	1	1	1	0	0	0	0	1	0	1	1	0	0	0	0	1
2873786938000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	0
2873786939000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
2873786940000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
2873786941000	1	1	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0
2873786942000	1	1	1	0	1	1	0	0	1	0	1	0	0	1	0	0	0	0	1
2873786943000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
2873786944000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
2873786945000	1	1	1	1	1	1	0	0	1	0	0	0	0	1	0	0	0	0	0
2873786946000	1	1	1	0	1	1	0	0	1	0	1	0	0	1	0	0	0	0	1
2873786947000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
2873786948000	1	1	0	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	0
2873786949000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
2873786950000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
2873786951000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	0
2873786952000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	0
2873786953000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
2873786954000	1	1	0	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	0
2873786955000	1	1	1	0	1	1	0	0	0	0	1	0	1	1	0	0	0	0	1
2873786956000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
2873786957000	1	1	0	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
2873786958000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
2873786959000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
2873786960000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	0
2873786961000	1	1	0	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
2873786962000	1	1	0	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
2873786963000	1	1	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0
2873786964000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
2873786965000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
2873786966000	1	1	0	0	1	1	0	0	1	0	1	0	0	1	0	0	0	0	0
2873786967000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	0
2873786968000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
2873786969000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
2873786970000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
2873786971000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
2873786972000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
2873786973000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	0
2873786974000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
2873786975000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	0
2873786976000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
2873786977000	1	1	0	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	0
2873786978000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
2873786979000	1	1	0	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
2873786980000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
2873786981000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	0
2873786982000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
2873786983000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
2873786984000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
2873786985000	1	1	0	0	1	1	0	0	1	0	0	0	1	1	0	0	0	0	0
2873786986000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	0
2873786987000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
2873786988000	1	1	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	1
2873786989000	1	1	1	1	1	1	0	1	1	1	1	0	1	1	0	0	1	1	1
2873786990000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
2873786991000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
2873786992000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
2873786993000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
2873786994000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
2873786995000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
2873786996000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
2873786997000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
2873786998000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
2873786999000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
2873787000000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	0
2873787001000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
2873787002000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
2873787003000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
2873787004000	1	1	0	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	0
2873787005000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
2873787006000	1	1	1	1	1	1	0	0	0	0	1	0	1	1	0	0	0	0	0
2873787007000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	0
2873787008000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
2873787009000	1	1	1	1	1	1	0	0	1	0	1	0	0	1	0	0	0	0	1
2873787010000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
2873787011000	1	1	0	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	0
2873787012000	1	1	0	0	1	1	0	0	1	0	0	0	1	1	0	0	0	0	0
2873787013000	0	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
2873787014000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
2873787015000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
2873787016000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
2873787017000	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1
2873787018000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
2873787019000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
2873787020000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	0
2873787021000	1	1	0	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
2873787022000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
2873787023000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
2873787024000	1	1	1	1	1	1	0	0	1	0	0	0	1	1	0	0	0	0	1
2873787025000	1	1	1	0	1	1	0	0	1	0	0	0	0	1	0	0	0	0	1
2873787026000	1	1	0	0	1	1	0	0	1	0	0	0	1	1	0	0	0	0	1
2873787027000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
2873787028000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
2873787029000	1	1	0	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
2873787030000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
2873787031000	1	1	1	0	1	0	0	0	1	0	1	0	1	1	0	0	0	0	0
2873787032000	1	1	1	0	1	1	0	0	0	0	1	0	1	1	0	0	0	0	0
2873787033000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
2873787034000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	0
2873787035000	1	1	1	1	0	1	0	0	1	0	1	0	0	1	0	0	0	0	1
2873787036000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
2873787037000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
2873787038000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
2873787039000	1	1	0	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
2873787040000	1	1	0	0	1	1	0	0	1	0	0	0	1	1	0	0	0	0	0
2873787041000	1	1	1	1	1	1	0	0	1	1	1	0	1	1	0	0	0	0	1
2873787042000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
2873787043000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
2873787044000	1	1	0	0	1	1	0	0	1	0	0	0	1	1	0	0	0	0	0
2873787045000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
2873787046000	1	1	0	1	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0
2873787047000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
2873787048000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
2873787049000	1	1	0	0	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0
2873787050000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
2873787051000	1	1	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0
2873787052000	0	1	0	0	1	1	0	0	1	0	0	0	1	1	0	0	0	0	0
2873787053000	1	0	1	0	1	1	0	0	1	0	1	0	1	0	0	0	0	0	1
2873787054000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
2873787055000	1	1	1	1	1	1	0	0	1	0	0	0	1	1	0	0	0	0	1
2873787056000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
2873787057000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
2873787058000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	0
2873787059000	1	1	0	1	0	1	0	0	1	0	1	0	1	1	0	0	0	0	0
2873787060000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
2873787061000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
2873787062000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
2873787063000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
2873787064000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
2873787065000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	0
2873787066000	1	1	1	1	1	1	0	0	0	0	1	0	1	1	0	0	0	0	0
2873787067000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	0
2873787068000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
2873787069000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
2873787070000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
2873787071000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
2873787072000	1	1	0	0	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0
2873787073000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
2873787074000	1	1	0	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	0
2873787075000	1	0	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	0
2873787076000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
2873787077000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
2873787078000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
2873787079000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
2873787080000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	0
2873787081000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	0
2873787082000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
2873787083000	1	1	1	1	1	1	0	0	1	0	0	0	0	1	0	0	0	0	1
2873787084000	1	1	1	1	1	1	0	0	1	0	0	0	1	1	0	0	0	0	1
2873787085000	1	1	0	1	1	1	0	0	0	0	1	0	1	1	0	0	0	0	0
2873787086000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
2873787087000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	0
2873787088000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
2873787089000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
2873787090000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
2873787091000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
2873787092000	1	1	1	0	1	0	0	0	1	0	1	0	0	1	0	0	0	0	0
2873787093000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
2873787094000	1	1	1	0	1	1	0	0	1	0	1	0	0	1	0	0	0	0	1
2873787095000	1	1	1	1	1	1	0	0	1	0	0	0	1	1	0	0	0	0	1
2873787096000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
2873787097000	1	1	0	0	1	1	0	0	1	0	1	0	1	0	0	0	0	0	0
2873787098000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	0
2873787099000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
2873787100000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
2873787101000	1	1	0	1	1	1	0	0	1	0	0	0	1	1	0	0	0	0	0
2873787102000	1	1	0	0	1	1	0	0	0	0	1	0	1	1	0	0	0	0	1
2873787103000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	0
2873787104000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
2873787105000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
2873787106000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
2873787107000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	0
2873787108000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
2873787109000	1	1	0	0	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0
2873787110000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
2873787111000	1	1	1	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	1
2873787112000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
2873787113000	1	1	0	0	1	1	0	0	1	0	1	0	0	1	0	0	0	0	0
2873787114000	1	1	1	1	1	1	0	0	1	0	0	0	1	1	0	0	0	0	1
2873787115000	1	1	0	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	0
2873787116000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	0
2873787117000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	0
2873787118000	1	1	0	0	1	1	0	0	1	0	1	0	0	1	0	0	0	0	0
2873787119000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
2873787120000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
2873787121000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
2873787122000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
2873787123000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
2873787124000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
2873787125000	1	1	1	0	1	1	0	0	1	0	1	0	0	1	0	0	0	0	1
2873787126000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
2873787127000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
2873787128000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	0
2873787129000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
2873787130000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
2873787131000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	0
2873787132000	1	1	0	0	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0
2873787133000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
2873787134000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
2873787135000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
2873787136000	1	1	0	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
2873787137000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
2873787138000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
2873787139000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
2873787140000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
2873787141000	1	1	0	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	0
2873787142000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
2873787143000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
2873787144000	1	1	1	1	1	1	0	0	0	0	1	0	1	1	0	0	0	0	1
2873787145000	1	1	1	0	1	1	0	0	1	0	1	0	0	1	0	0	0	0	1
2873787146000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
2873787147000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
2873787148000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
2873787149000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
2873787150000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
2873787151000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
2873787152000	1	1	0	1	1	1	0	0	1	0	1	0	0	1	0	0	0	0	0
2873787153000	1	1	0	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
2873787154000	1	1	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0
2873787155000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
2873787156000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
2873787157000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
2873787158000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
2873787159000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
2873787160000	1	1	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0
2873787161000	1	1	0	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	0
2873787162000	1	1	0	1	1	1	0	0	1	0	0	0	1	1	0	0	0	0	0
2873787163000	1	1	0	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
2873787164000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
2873787165000	1	1	1	0	1	1	0	0	1	0	0	0	1	1	0	0	0	0	1
2873787166000	1	1	0	0	1	1	0	0	0	0	1	0	1	1	0	0	0	0	0
2873787167000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
2873787168000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
